PLR	FEC	PPS	ELossMin	ELossAvg	ELossMax
0.04	0.065	1549	0.992191	0.997422	1
0.04	0.095	1577	0.998796	0.999951	1
0.04	0.125	1611	0.99969	0.999991	1
0.04	0.175	1595	0.999812	0.999996	1
0.04	0.005	1664	0.955963	0.95986	0.964434
0.04	0.115	1590	0.999811	0.999971	1
0.04	0.195	1531	0.999869	0.999992	1
0.04	0.075	1552	0.996585	0.999592	1
0.04	0.025	1656	0.956293	0.960817	0.966677
0.04	0.035	1647	0.957451	0.965065	0.971775
0.04	0.185	1563	0.999872	0.999996	1
0.04	0.045	1593	0.966426	0.976048	0.989645
0.04	0.015	1660	0.956278	0.960075	0.963385
0.04	0.145	1620	0.999815	0.999995	1
0.04	0.165	1624	0.999631	0.99999	1
0.045	0.18	1582	0.99981	0.999989	1
0.045	0.02	1660	0.951159	0.955056	0.958326
0.045	0.14	1616	0.999814	0.999993	1
0.045	0.13	1615	0.99969	0.999985	1
0.045	0.15	1607	0.999813	0.999985	1
0.045	0.17	1617	0.999814	0.999987	1
0.045	0.16	1627	0.999877	0.999984	1
0.045	0.06	1564	0.973529	0.987538	0.997698
0.045	0.01	1664	0.951337	0.954899	0.958726
0.045	0	1668	0.95018	0.954691	0.960552
0.045	0.05	1607	0.959303	0.971081	0.982265
0.045	0.08	1546	0.996832	0.999341	1
0.045	0.03	1659	0.949804	0.955884	0.961494
0.045	0.07	1547	0.988171	0.996507	1
0.045	0.04	1643	0.952358	0.959383	0.966231
0.045	0.09	1560	0.998462	0.99989	1
0.045	0.1	1578	0.99905	0.999933	1
0.045	0.12	1600	0.999563	0.999971	1
0.045	0.11	1591	0.99956	0.999974	1
0.045	0.19	1552	0.999807	0.999994	1
0.045	0.185	1572	0.999936	0.999998	1
0.045	0.155	1618	0.999876	0.999986	1
0.045	0.135	1620	0.999691	0.999971	1
0.045	0.105	1590	0.999749	0.999959	1
0.045	0.065	1552	0.981707	0.992982	0.999742
0.045	0.075	1545	0.992621	0.998479	1
0.045	0.085	1553	0.997876	0.999811	1
0.045	0.145	1626	0.999877	0.999989	1
0.045	0.025	1659	0.950889	0.955282	0.960832
0.045	0.055	1583	0.966088	0.979651	0.990212
0.045	0.005	1667	0.950765	0.954931	0.95988
0.045	0.195	1541	0.999805	0.999991	1
0.045	0.125	1611	0.999565	0.999983	1
0.045	0.175	1605	0.999813	0.999988	1
0.045	0.165	1639	0.999878	0.999991	1
0.045	0.015	1665	0.950946	0.95508	0.958811
0.045	0.115	1597	0.999687	0.999982	1
0.045	0.035	1657	0.95172	0.957549	0.964273
0.045	0.095	1575	0.99873	0.999945	1
0.045	0.045	1636	0.95654	0.964194	0.976345
0.05	0.04	1639	0.947179	0.951821	0.958158
0.05	0.08	1526	0.990894	0.998065	1
0.05	0.12	1559	0.999679	0.999981	1
0.05	0.1	1545	0.998447	0.999893	1
0.05	0	1668	0.945743	0.949735	0.956055
0.05	0.11	1553	0.999549	0.999956	1
0.05	0.05	1615	0.949242	0.959228	0.969731
0.05	0.17	1597	0.99975	0.999981	1
0.05	0.14	1578	0.999747	0.999986	1
0.05	0.15	1560	0.999744	0.99998	1
0.05	0.03	1656	0.945471	0.950381	0.955193
0.05	0.16	1580	0.99981	0.999993	1
0.05	0.09	1538	0.997075	0.999624	1
0.05	0.07	1541	0.978975	0.991252	1
0.05	0.18	1568	0.999745	0.999989	1
0.05	0.02	1658	0.945959	0.949972	0.953197
0.05	0.01	1663	0.945777	0.949898	0.953051
0.05	0.19	1540	0.999805	0.999995	1
0.05	0.13	1580	0.999684	0.999974	1
0.05	0.06	1569	0.960994	0.975922	0.992925
0.05	0.045	1634	0.947674	0.95457	0.962362
0.05	0.085	1520	0.993292	0.999153	1
0.05	0.155	1577	0.999937	0.999991	1
0.05	0.165	1605	0.999813	0.999994	1
0.05	0.105	1549	0.999419	0.999967	1
0.05	0.005	1664	0.945012	0.949925	0.955168
0.05	0.195	1523	0.999737	0.999995	1
0.05	0.065	1550	0.972839	0.984246	0.994903
0.05	0.125	1575	0.999746	0.99997	1
0.05	0.015	1661	0.946374	0.949987	0.953717
0.05	0.175	1578	0.99981	0.999996	1
0.05	0.185	1552	0.999807	0.999989	1
0.05	0.115	1562	0.998912	0.99997	1
0.05	0.055	1591	0.951351	0.965867	0.983218
0.05	0.095	1530	0.998105	0.99979	1
0.05	0.135	1585	0.999622	0.999977	1
0.05	0.035	1651	0.945928	0.951215	0.956827
0.05	0.145	1590	0.999811	0.999991	1
0.05	0.075	1525	0.987475	0.995567	1
0.05	0.025	1655	0.944773	0.949941	0.954562
0.055	0.13	1577	0.99962	0.999982	1
0.055	0.03	1657	0.940151	0.945274	0.94914
0.055	0.11	1550	0.998903	0.999922	1
0.055	0.04	1647	0.940577	0.945516	0.95047
0.055	0.1	1535	0.998111	0.999764	1
0.055	0.08	1521	0.979158	0.994351	1
0.055	0	1666	0.940156	0.944776	0.951261
0.055	0.01	1663	0.940349	0.944948	0.948046
0.055	0.09	1522	0.994875	0.998784	1
0.055	0.19	1546	0.999871	0.999992	1
0.055	0.16	1612	0.99969	0.999979	1
0.055	0.05	1636	0.941766	0.94948	0.959487
0.055	0.02	1659	0.941187	0.944966	0.948358
0.055	0.06	1607	0.946812	0.960929	0.977729
0.055	0.12	1565	0.999489	0.999942	1
0.055	0.15	1585	0.999811	0.999988	1
0.055	0.14	1588	0.999685	0.999968	1
0.055	0.18	1577	0.999746	0.999979	1
0.055	0.17	1603	0.999875	0.999994	1
0.055	0.07	1557	0.964162	0.979835	0.997367
0.055	0.135	1595	0.999499	0.999951	1
0.055	0.035	1655	0.940562	0.945528	0.949743
0.055	0.015	1661	0.940716	0.945024	0.949323
0.055	0.195	1537	0.99974	0.999992	1
0.055	0.085	1517	0.985634	0.997233	1
0.055	0.125	1575	0.999746	0.999966	1
0.055	0.175	1597	0.999812	0.999988	1
0.055	0.165	1628	0.999816	0.999985	1
0.055	0.005	1664	0.939141	0.944989	0.949835
0.055	0.065	1582	0.949384	0.969956	0.989131
0.055	0.095	1535	0.991924	0.999244	1
0.055	0.115	1565	0.998466	0.999941	1
0.055	0.155	1604	0.999377	0.999987	1
0.055	0.025	1659	0.939361	0.944942	0.950332
0.055	0.105	1549	0.997224	0.999861	1
0.055	0.075	1539	0.974464	0.988591	0.998765
0.055	0.145	1611	0.999814	0.999968	1
0.055	0.045	1649	0.941073	0.947092	0.954289
0.055	0.055	1635	0.941162	0.952781	0.964037
0.055	0.185	1565	0.999744	0.99999	1
0.06	0.09	1521	0.985015	0.996314	1
0.06	0.08	1537	0.963837	0.986001	0.997789
0.06	0.11	1542	0.998119	0.999815	1
0.06	0.03	1658	0.935484	0.940247	0.944166
0.06	0.05	1646	0.934933	0.942206	0.949514
0.06	0.02	1661	0.936002	0.939984	0.943709
0.06	0.01	1663	0.935437	0.939976	0.943553
0.06	0.12	1560	0.999615	0.999971	1
0.06	0.04	1654	0.935369	0.940083	0.944921
0.06	0.13	1577	0.999556	0.999978	1
0.06	0.18	1588	0.999748	0.999984	1
0.06	0.06	1641	0.938897	0.947784	0.962352
0.06	0.1	1527	0.99581	0.999268	1
0.06	0.14	1603	0.99975	0.999979	1
0.06	0.07	1589	0.94363	0.964462	0.980245
0.06	0.15	1596	0.999562	0.999984	1
0.06	0.17	1614	0.999504	0.999982	1
0.06	0.19	1553	0.999742	0.999984	1
0.06	0	1666	0.935174	0.939821	0.946639
0.06	0.16	1621	0.999568	0.999976	1
0.06	0.095	1515	0.990429	0.997944	1
0.06	0.085	1516	0.980739	0.992627	1
0.06	0.125	1556	0.999486	0.999962	1
0.06	0.115	1542	0.998055	0.999852	1
0.06	0.065	1611	0.939932	0.954776	0.970338
0.06	0.145	1585	0.999306	0.999953	1
0.06	0.075	1552	0.955863	0.976884	0.994072
0.06	0.055	1634	0.935148	0.943816	0.956868
0.06	0.105	1529	0.995553	0.999622	1
0.06	0.025	1658	0.933615	0.939879	0.945011
0.06	0.175	1587	0.999622	0.99998	1
0.06	0.135	1582	0.999368	0.999956	1
0.06	0.015	1661	0.936202	0.940068	0.944628
0.06	0.035	1657	0.935305	0.94032	0.944237
0.06	0.165	1605	0.999689	0.999991	1
0.06	0.185	1563	0.999808	0.999989	1
0.06	0.005	1664	0.933834	0.939908	0.944892
0.06	0.045	1649	0.935253	0.940971	0.946711
0.06	0.155	1582	0.999684	0.999973	1
0.06	0.195	1530	0.999804	0.999976	1
0.065	0.12	1568	0.995282	0.999812	1
0.065	0.17	1544	0.999547	0.999981	1
0.065	0.03	1801	0.931279	0.935213	0.939217
0.065	0.11	1569	0.995094	0.999421	1
0.065	0.02	1824	0.93125	0.934984	0.937939
0.065	0	1864	0.930437	0.934778	0.940359
0.065	0.05	1757	0.929388	0.935822	0.940427
0.065	0.1	1582	0.982554	0.997431	1
0.065	0.01	1844	0.930694	0.934988	0.939208
0.065	0.06	1741	0.932165	0.938023	0.948133
0.065	0.04	1778	0.930559	0.934822	0.939162
0.065	0.16	1557	0.999615	0.999969	1
0.065	0.07	1700	0.932902	0.946562	0.96748
0.065	0.13	1564	0.999553	0.999944	1
0.065	0.19	1523	0.999869	0.999988	1
0.065	0.14	1557	0.999551	0.999959	1
0.065	0.18	1537	0.99974	0.999981	1
0.065	0.15	1547	0.999741	0.999961	1
0.065	0.08	1643	0.946943	0.968223	0.982963
0.065	0.09	1603	0.972809	0.988613	0.999938
0.065	0.165	1548	0.999612	0.999968	1
0.065	0.175	1542	0.999676	0.999972	1
0.065	0.105	1594	0.991029	0.998724	1
0.065	0.155	1546	0.999741	0.999965	1
0.065	0.035	1822	0.93059	0.935235	0.938985
0.065	0.085	1636	0.959792	0.979226	0.99505
0.065	0.045	1794	0.930379	0.935324	0.940357
0.065	0.065	1750	0.9324	0.940049	0.950857
0.065	0.075	1696	0.937441	0.95433	0.970637
0.065	0.015	1872	0.93141	0.93514	0.940278
0.065	0.115	1578	0.994615	0.999686	1
0.065	0.125	1571	0.999491	0.999953	1
0.065	0.025	1846	0.928765	0.934924	0.939274
0.065	0.095	1608	0.977052	0.993462	1
0.065	0.195	1512	0.999802	0.999992	1
0.065	0.055	1778	0.930596	0.936183	0.942407
0.065	0.135	1565	0.999617	0.999964	1
0.065	0.145	1559	0.999615	0.999964	1
0.065	0.185	1529	0.999738	0.999979	1
0.065	0.005	1889	0.928658	0.934948	0.939402
0.07	0.09	1629	0.948389	0.975127	0.991899
0.07	0.18	1534	0.999674	0.999994	1
0.07	0.17	1538	0.999675	0.999962	1
0.07	0.01	1875	0.925033	0.929936	0.935111
0.07	0.04	1802	0.924528	0.929676	0.934739
0.07	0.07	1739	0.927048	0.935377	0.944179
0.07	0.02	1856	0.925754	0.929976	0.933621
0.07	0.05	1781	0.924109	0.930382	0.934942
0.07	0.11	1577	0.990998	0.998201	1
0.07	0.12	1559	0.994165	0.999727	1
0.07	0.1	1596	0.970185	0.991739	1
0.07	0.13	1563	0.998081	0.999883	1
0.07	0.15	1537	0.999415	0.999963	1
0.07	0.08	1681	0.933393	0.948871	0.965983
0.07	0.03	1832	0.925218	0.930203	0.934716
0.07	0.16	1543	0.999741	0.999972	1
0.07	0.14	1554	0.999035	0.999955	1
0.07	0.19	1521	0.999737	0.999982	1
0.07	0.06	1764	0.926134	0.931202	0.937245
0.07	0	1896	0.925125	0.929784	0.935618
0.07	0.095	1605	0.963127	0.984798	0.996637
0.07	0.045	1794	0.924714	0.930202	0.934578
0.07	0.125	1556	0.997751	0.999865	1
0.07	0.105	1582	0.982433	0.996418	1
0.07	0.085	1646	0.941573	0.961913	0.990586
0.07	0.065	1748	0.925021	0.932243	0.940692
0.07	0.175	1531	0.999739	0.999984	1
0.07	0.115	1568	0.993622	0.999272	1
0.07	0.025	1841	0.923975	0.929938	0.934401
0.07	0.145	1546	0.998965	0.999965	1
0.07	0.195	1511	0.999802	0.999995	1
0.07	0.075	1714	0.926626	0.939684	0.957422
0.07	0.165	1540	0.99961	0.999965	1
0.07	0.005	1887	0.922893	0.929938	0.934287
0.07	0.035	1821	0.924458	0.930223	0.933956
0.07	0.015	1867	0.925515	0.930119	0.935368
0.07	0.135	1559	0.998396	0.999904	1
0.07	0.055	1774	0.925085	0.930592	0.934949
0.07	0.185	1526	0.999672	0.999976	1
0.07	0.155	1530	0.999739	0.999976	1
0.075	0.07	1746	0.92016	0.92746	0.936541
0.075	0.03	1838	0.919859	0.925203	0.929706
0.075	0.11	1575	0.982349	0.9952	1
0.075	0.16	1546	0.998965	0.999954	1
0.075	0.09	1649	0.925432	0.955789	0.979873
0.075	0.06	1767	0.920792	0.925736	0.931825
0.075	0.08	1704	0.922734	0.933857	0.951951
0.075	0	1902	0.920263	0.924837	0.930407
0.075	0.02	1857	0.920592	0.925002	0.929367
0.075	0.13	1558	0.997562	0.99976	1
0.075	0.14	1547	0.997997	0.999905	1
0.075	0.19	1524	0.999803	0.999976	1
0.075	0.05	1785	0.918375	0.925258	0.9307
0.075	0.15	1539	0.999285	0.99994	1
0.075	0.12	1562	0.991165	0.998859	1
0.075	0.17	1546	0.999418	0.999968	1
0.075	0.01	1877	0.919872	0.924928	0.929249
0.075	0.18	1533	0.999543	0.99997	1
0.075	0.04	1810	0.919061	0.924621	0.929613
0.075	0.1	1604	0.953429	0.982285	0.999252
0.075	0.075	1732	0.921789	0.929309	0.940317
0.075	0.195	1515	0.999736	0.999978	1
0.075	0.045	1800	0.919467	0.925132	0.929742
0.075	0.055	1780	0.919326	0.925468	0.931685
0.075	0.015	1877	0.919925	0.925126	0.929675
0.075	0.025	1853	0.919266	0.924907	0.92952
0.075	0.145	1541	0.999351	0.999942	1
0.075	0.065	1757	0.920376	0.926179	0.931474
0.075	0.035	1831	0.920208	0.925248	0.929219
0.075	0.175	1526	0.999607	0.999965	1
0.075	0.105	1590	0.967925	0.990187	1
0.075	0.115	1565	0.989712	0.997909	1
0.075	0.085	1680	0.926786	0.942582	0.966548
0.075	0.155	1526	0.999476	0.999958	1
0.075	0.165	1535	0.999479	0.999962	1
0.075	0.005	1900	0.918285	0.924998	0.929282
0.075	0.125	1552	0.996457	0.99965	1
0.075	0.185	1520	0.999671	0.999984	1
0.075	0.135	1551	0.996389	0.999787	1
0.075	0.095	1623	0.940807	0.969245	0.992547
0.08	0.12	1554	0.973616	0.996495	1
0.08	0.07	1744	0.914761	0.921008	0.927601
0.08	0.13	1540	0.994158	0.999458	1
0.08	0.03	1829	0.914949	0.920072	0.924187
0.08	0.02	1858	0.915469	0.91992	0.92354
0.08	0.1	1615	0.930795	0.964927	0.99152
0.08	0.14	1534	0.997718	0.999869	1
0.08	0.09	1670	0.916133	0.93726	0.965579
0.08	0.18	1519	0.999605	0.999977	1
0.08	0.11	1574	0.953573	0.988103	1
0.08	0.17	1522	0.999671	0.999968	1
0.08	0.01	1878	0.914187	0.919828	0.923609
0.08	0.15	1519	0.999605	0.99996	1
0.08	0.16	1527	0.999542	0.999961	1
0.08	0.19	1512	0.999603	0.999981	1
0.08	0.08	1713	0.916662	0.924239	0.938255
0.08	0.05	1788	0.913647	0.920137	0.925559
0.08	0.06	1770	0.915109	0.920261	0.926744
0.08	0.04	1806	0.914175	0.919558	0.924585
0.08	0	1900	0.915	0.919734	0.925053
0.08	0.125	1542	0.987488	0.998684	1
0.08	0.075	1732	0.915589	0.921905	0.929734
0.08	0.115	1560	0.975649	0.99376	1
0.08	0.105	1585	0.951939	0.977361	0.995774
0.08	0.185	1509	0.999536	0.999977	1
0.08	0.175	1510	0.999603	0.999955	1
0.08	0.015	1873	0.914331	0.920048	0.924259
0.08	0.005	1894	0.912378	0.919887	0.924466
0.08	0.095	1639	0.925099	0.948742	0.9767
0.08	0.045	1796	0.915033	0.920063	0.924165
0.08	0.135	1538	0.995319	0.99955	1
0.08	0.035	1828	0.915505	0.920151	0.923708
0.08	0.155	1514	0.999538	0.999941	1
0.08	0.165	1509	0.999669	0.999965	1
0.08	0.065	1756	0.915547	0.9206	0.925399
0.08	0.055	1771	0.913834	0.920339	0.926256
0.08	0.085	1688	0.917654	0.928998	0.951659
0.08	0.025	1846	0.914301	0.919741	0.923998
0.08	0.195	1498	0.999666	0.999978	1
0.08	0.145	1526	0.997118	0.999848	1
0.085	0.09	1688	0.910808	0.923551	0.942493
0.085	0.11	1582	0.950016	0.974889	0.997283
0.085	0.01	1890	0.909312	0.914848	0.918677
0.085	0.17	1519	0.999671	0.999981	1
0.085	0.16	1523	0.999212	0.999949	1
0.085	0	1909	0.910372	0.914753	0.919696
0.085	0.14	1525	0.99646	0.999695	1
0.085	0.05	1793	0.908391	0.915156	0.919822
0.085	0.04	1814	0.909316	0.914627	0.919846
0.085	0.12	1552	0.973131	0.992996	1
0.085	0.02	1867	0.91023	0.914984	0.919068
0.085	0.07	1751	0.910051	0.915577	0.922216
0.085	0.18	1516	0.99967	0.999964	1
0.085	0.13	1541	0.990204	0.998652	1
0.085	0.19	1509	0.999602	0.999963	1
0.085	0.08	1718	0.91007	0.917414	0.929045
0.085	0.1	1635	0.917823	0.942581	0.97487
0.085	0.03	1841	0.909856	0.915137	0.919468
0.085	0.06	1773	0.910121	0.915214	0.921342
0.085	0.15	1513	0.998149	0.999868	1
0.085	0.095	1659	0.911935	0.930038	0.948523
0.085	0.115	1562	0.964096	0.986455	0.998784
0.085	0.015	1869	0.909845	0.915024	0.919422
0.085	0.175	1511	0.999471	0.999962	1
0.085	0.055	1777	0.90993	0.915345	0.920563
0.085	0.135	1531	0.99484	0.999093	1
0.085	0.075	1735	0.911066	0.915868	0.925072
0.085	0.065	1755	0.910282	0.915394	0.919624
0.085	0.005	1890	0.90722	0.914928	0.919704
0.085	0.155	1508	0.995094	0.999871	1
0.085	0.025	1843	0.909278	0.914814	0.918991
0.085	0.185	1510	0.999603	0.999968	1
0.085	0.125	1537	0.981463	0.99696	1
0.085	0.085	1698	0.911602	0.91926	0.933569
0.085	0.035	1824	0.910551	0.915176	0.919211
0.085	0.045	1796	0.91027	0.915086	0.919844
0.085	0.195	1505	0.999734	0.999975	1
0.085	0.145	1515	0.993135	0.999745	1
0.085	0.165	1516	0.999604	0.999944	1
0.085	0.105	1600	0.92921	0.958739	0.984692
0.09	0.13	1536	0.979564	0.995574	1
0.09	0.18	1512	0.999471	0.999951	1
0.09	0.02	1858	0.904898	0.909898	0.913886
0.09	0.09	1695	0.905841	0.913776	0.928496
0.09	0.12	1549	0.964881	0.984079	0.999354
0.09	0.04	1802	0.9043	0.909567	0.915229
0.09	0.03	1834	0.904116	0.910127	0.914473
0.09	0.05	1783	0.904935	0.910094	0.914414
0.09	0.06	1769	0.90554	0.910088	0.915319
0.09	0.07	1747	0.90598	0.910343	0.91525
0.09	0.1	1645	0.905289	0.925795	0.946809
0.09	0.14	1527	0.991031	0.999267	1
0.09	0.08	1717	0.904804	0.911172	0.92
0.09	0.11	1596	0.925752	0.95436	0.984837
0.09	0.15	1502	0.996072	0.999812	1
0.09	0	1898	0.905111	0.909772	0.914805
0.09	0.16	1514	0.997821	0.999871	1
0.09	0.17	1510	0.999603	0.999956	1
0.09	0.01	1883	0.903824	0.909861	0.914339
0.09	0.19	1504	0.999734	0.999972	1
0.09	0.135	1520	0.989013	0.99783	1
0.09	0.055	1776	0.904531	0.91023	0.916015
0.09	0.185	1492	0.999196	0.999948	1
0.09	0.045	1800	0.905526	0.910014	0.914913
0.09	0.035	1836	0.905283	0.91014	0.91427
0.09	0.015	1877	0.904234	0.909999	0.914567
0.09	0.125	1533	0.967841	0.991092	1
0.09	0.025	1857	0.904416	0.909802	0.914324
0.09	0.195	1488	0.999127	0.999952	1
0.09	0.095	1668	0.907522	0.917589	0.930476
0.09	0.005	1909	0.902986	0.909999	0.914301
0.09	0.175	1498	0.999065	0.999941	1
0.09	0.075	1735	0.905157	0.910237	0.919274
0.09	0.105	1614	0.916047	0.939137	0.96425
0.09	0.145	1509	0.986552	0.999447	1
0.09	0.115	1566	0.94676	0.970537	0.991191
0.09	0.165	1496	0.999198	0.99991	1
0.09	0.065	1760	0.905027	0.910156	0.915138
0.09	0.085	1697	0.905775	0.912207	0.922746
0.09	0.155	1491	0.99524	0.999813	1
0.095	0	1900	0.900395	0.904728	0.910392
0.095	0.1	1661	0.899518	0.912361	0.930765
0.095	0.15	1498	0.992993	0.999667	1
0.095	0.01	1881	0.898352	0.904855	0.909516
0.095	0.09	1701	0.900588	0.907076	0.91652
0.095	0.03	1836	0.899483	0.905014	0.90972
0.095	0.11	1616	0.906312	0.930261	0.962933
0.095	0.14	1514	0.989171	0.9977	1
0.095	0.19	1498	0.999466	0.999963	1
0.095	0.05	1786	0.89916	0.905036	0.909742
0.095	0.18	1500	0.999667	0.999968	1
0.095	0.06	1771	0.900056	0.904959	0.909938
0.095	0.08	1720	0.899244	0.905573	0.915814
0.095	0.17	1501	0.999467	0.999953	1
0.095	0.02	1859	0.900296	0.904853	0.908631
0.095	0.13	1529	0.96659	0.989747	1
0.095	0.07	1746	0.900344	0.90517	0.91071
0.095	0.04	1806	0.899502	0.904498	0.910078
0.095	0.12	1556	0.935175	0.966173	0.993126
0.095	0.16	1501	0.997402	0.99976	1
0.095	0.005	1890	0.898334	0.905026	0.909495
0.095	0.105	1628	0.905344	0.920404	0.941646
0.095	0.185	1497	0.999332	0.999929	1
0.095	0.055	1773	0.899464	0.905143	0.910516
0.095	0.025	1843	0.899376	0.904736	0.909032
0.095	0.035	1822	0.899753	0.905093	0.90952
0.095	0.195	1494	0.999465	0.999956	1
0.095	0.115	1579	0.91548	0.950315	0.980753
0.095	0.075	1730	0.900202	0.90494	0.912626
0.095	0.145	1512	0.985384	0.998687	1
0.095	0.085	1702	0.900646	0.906053	0.915922
0.095	0.165	1502	0.998935	0.99991	1
0.095	0.175	1501	0.999201	0.999936	1
0.095	0.015	1862	0.899705	0.90494	0.909315
0.095	0.095	1679	0.899673	0.908323	0.921107
0.095	0.065	1753	0.900029	0.905024	0.910237
0.095	0.155	1494	0.993708	0.999557	1
0.095	0.135	1524	0.976976	0.994939	1
0.095	0.125	1542	0.956175	0.980543	0.99812
0.095	0.045	1793	0.900112	0.904917	0.910151
0.01	0.03	2143	0.999067	0.999844	1
0.01	0.13	1922	0.999844	0.999998	1
0.01	0.07	2058	0.999903	0.999997	1
0.01	0.01	2238	0.991376	0.993813	0.9958
0.01	0.11	1971	0.999899	0.999997	1
0.01	0.06	2085	0.999856	0.999998	1
0.01	0.17	1823	0.999945	0.999999	1
0.01	0.19	1787	1	1	1
0.01	0.08	2040	0.999951	0.999999	1
0.01	0.09	2011	0.999901	0.999997	1
0.01	0.18	1805	0.999945	0.999998	1
0.01	0.02	2185	0.997026	0.998475	0.99968
0.01	0.04	2115	0.999527	0.999977	1
0.01	0.1	1999	0.9999	0.999995	1
0.01	0.15	1858	1	1	1
0.01	0	2286	0.987798	0.989928	0.991822
0.01	0.14	1888	0.999947	0.999999	1
0.01	0.12	1941	0.999949	0.999998	1
0.01	0.16	1854	0.999892	0.999998	1
0.01	0.05	2091	0.999904	0.999991	1
0.01	0.035	2138	0.999299	0.999951	1
0.01	0.135	1897	0.999947	0.999996	1
0.01	0.025	2172	0.997928	0.999477	1
0.01	0.085	2015	0.999901	0.999997	1
0.01	0.185	1791	0.999944	0.999998	1
0.01	0.145	1856	1	1	1
0.01	0.095	1995	1	1	1
0.01	0.125	1912	0.999948	0.999998	1
0.01	0.115	1942	0.999897	0.999996	1
0.01	0.015	2224	0.994022	0.996484	0.998472
0.01	0.165	1821	1	1	1
0.01	0.045	2109	0.999716	0.999994	1
0.01	0.065	2068	0.999855	0.999995	1
0.01	0.175	1806	0.999945	0.999999	1
0.01	0.195	1768	0.999887	0.999999	1
0.01	0.005	2283	0.989838	0.991495	0.993561
0.01	0.105	1968	0.999949	0.999997	1
0.01	0.055	2076	0.999856	0.99999	1
0.01	0.155	1825	0.99989	0.999997	1
0.01	0.075	2037	0.999804	0.999997	1
0.015	0.11	1973	0.999797	0.999994	1
0.015	0.05	2059	0.999369	0.999961	1
0.015	0.12	1948	0.999949	0.999999	1
0.015	0.15	1861	0.999946	0.999999	1
0.015	0.02	2202	0.990054	0.993369	0.996185
0.015	0.04	2109	0.997866	0.999766	1
0.015	0.09	2011	0.999901	0.999992	1
0.015	0.07	2043	0.999853	0.999988	1
0.015	0.17	1836	0.999946	0.999997	1
0.015	0	2307	0.982315	0.984931	0.986649
0.015	0.03	2150	0.996512	0.998592	1
0.015	0.14	1892	0.999841	0.999996	1
0.015	0.06	2070	0.999807	0.999988	1
0.015	0.1	1999	0.9999	0.999995	1
0.015	0.08	2022	0.999901	0.999997	1
0.015	0.18	1818	0.999945	0.999997	1
0.015	0.13	1929	1	1	1
0.015	0.16	1858	0.999946	0.999998	1
0.015	0.19	1795	0.999889	0.999999	1
0.015	0.01	2263	0.984624	0.987371	0.990942
0.015	0.115	1950	0.999949	0.999998	1
0.015	0.055	2049	0.99961	0.999982	1
0.015	0.025	2184	0.993864	0.996529	0.999176
0.015	0.185	1805	0.999945	0.999995	1
0.015	0.095	1996	0.99995	0.999992	1
0.015	0.145	1873	0.999893	0.999996	1
0.015	0.005	2293	0.983477	0.985837	0.988186
0.015	0.065	2052	0.999903	0.99999	1
0.015	0.165	1840	0.999891	0.999999	1
0.015	0.015	2241	0.987461	0.990142	0.992905
0.015	0.105	1976	0.999949	0.999999	1
0.015	0.195	1782	0.999944	0.999999	1
0.015	0.085	2011	1	1	1
0.015	0.125	1922	0.999948	0.999999	1
0.015	0.035	2134	0.997751	0.99948	1
0.015	0.155	1842	0.999946	0.999997	1
0.015	0.175	1821	0.999945	0.999997	1
0.015	0.135	1910	0.999948	0.999998	1
0.015	0.075	2034	0.999803	0.999995	1
0.015	0.045	2088	0.999425	0.999925	1
0.02	0.03	2142	0.990012	0.994116	0.997293
0.02	0.13	1903	0.999895	0.999996	1
0.02	0.02	2200	0.981365	0.985489	0.989274
0.02	0.17	1824	0.999945	0.999997	1
0.02	0.06	2024	0.999457	0.999979	1
0.02	0.09	1970	0.999848	0.999985	1
0.02	0.19	1788	0.999944	0.999998	1
0.02	0.1	1959	0.999847	0.999992	1
0.02	0.15	1843	0.999892	0.999996	1
0.02	0.12	1917	0.999896	0.999994	1
0.02	0.11	1932	0.999948	0.999997	1
0.02	0.07	1998	0.99985	0.999995	1
0.02	0.04	2092	0.994744	0.998737	1
0.02	0	2304	0.976872	0.97985	0.982166
0.02	0.08	1975	0.999899	0.999995	1
0.02	0.16	1845	0.999892	0.999998	1
0.02	0.05	2037	0.997987	0.999819	1
0.02	0.14	1875	0.999893	0.999999	1
0.02	0.01	2266	0.978334	0.981127	0.983717
0.02	0.18	1798	0.999833	0.999998	1
0.02	0.035	2128	0.994128	0.997006	0.999295
0.02	0.135	1899	0.999947	0.999999	1
0.02	0.065	2019	0.999901	0.999989	1
0.02	0.145	1873	0.999947	0.999995	1
0.02	0.075	1998	0.9999	0.999993	1
0.02	0.115	1932	0.999948	0.999999	1
0.02	0.005	2295	0.977996	0.980304	0.982702
0.02	0.095	1971	0.999899	0.999992	1
0.02	0.085	1972	0.999797	0.999987	1
0.02	0.105	1954	0.999898	0.999996	1
0.02	0.165	1840	1	1	1
0.02	0.175	1823	0.99989	0.999996	1
0.02	0.155	1843	0.999946	0.999993	1
0.02	0.125	1915	0.999948	0.999996	1
0.02	0.185	1803	0.999889	0.999995	1
0.02	0.055	2023	0.999407	0.999942	1
0.02	0.015	2241	0.980187	0.982771	0.986212
0.02	0.045	2078	0.997787	0.99952	1
0.02	0.195	1777	0.999888	0.999997	1
0.02	0.025	2182	0.984649	0.989517	0.993218
0.025	0.03	2136	0.978277	0.985813	0.99162
0.025	0.07	1969	0.999289	0.999969	1
0.025	0.16	1833	0.999945	0.999998	1
0.025	0.19	1773	0.999887	0.999997	1
