PLR	FEC	PPS	ELossMin	ELossAvg	ELossMax
0.03	0.1	1010	0.999505	0.999968	1
0.03	0.02	1011	0.969266	0.974488	0.979741
0.03	0.04	1009	0.98474	0.99319	0.999108
0.03	0.15	1008	0.999802	0.999996	1
0.03	0.07	1009	0.998515	0.999879	1
0.03	0.01	1012	0.965926	0.971059	0.975506
0.03	0.16	1011	0.999703	0.999985	1
0.03	0.13	1010	0.999505	0.999982	1
0.03	0.18	1010	0.999802	0.999988	1
0.03	0.19	1010	0.999802	0.999986	1
0.03	0.08	1010	0.999208	0.999969	1
0.03	0.12	1010	0.999703	0.999975	1
0.03	0.17	1011	0.999901	0.999994	1
0.03	0.145	999	0.9997	0.999996	1
0.03	0.045	998	0.988979	0.99666	1
0.03	0.035	998	0.979173	0.988226	0.994793
0.03	0.005	999	0.965686	0.970464	0.97549
0.03	0.195	999	0.9999	0.999994	1
0.03	0.115	999	0.9997	0.999992	1
0.03	0.135	999	0.9998	0.999989	1
0.03	0.025	998	0.972664	0.978011	0.985882
0.03	0.065	999	0.998099	0.999868	1
0.03	0.125	999	0.9998	0.999983	1
0.03	0.055	996	0.995486	0.99939	1
0.03	0.085	999	0.9994	0.999956	1
0.03	0.105	999	0.9996	0.999983	1
0.03	0.095	999	0.9991	0.999975	1
0.03	0.185	999	0.9998	0.999983	1
0.03	0.175	999	0.9998	0.999991	1
0.03	0.075	999	0.9995	0.999975	1
0.03	0.165	999	0.9999	0.999999	1
0.03	0.155	999	0.9995	0.999985	1
0.03	0.015	999	0.967887	0.972391	0.976891
0.035	0.13	999	0.9997	0.999984	1
0.035	0	999	0.958283	0.964664	0.968888
0.035	0.12	998	0.9998	0.999983	1
0.035	0.14	999	0.9997	0.999981	1
0.035	0.1	999	0.9994	0.999962	1
0.035	0.02	999	0.961585	0.967951	0.973089
0.035	0.16	999	0.9997	0.999976	1
0.035	0.15	999	0.9998	0.999984	1
0.035	0.07	999	0.997198	0.99979	1
0.035	0.09	999	0.9994	0.999971	1
0.035	0.06	998	0.994693	0.998897	1
0.035	0.01	999	0.960984	0.965707	0.969888
0.035	0.18	999	1	1	1
0.035	0.17	999	0.9997	0.99999	1
0.035	0.03	999	0.966176	0.974612	0.981287
0.035	0.19	999	0.9998	0.999987	1
0.035	0.05	996	0.984352	0.995537	1
0.035	0.04	998	0.973365	0.985892	0.994994
0.035	0.08	999	0.998498	0.999912	1
0.035	0.11	999	0.9997	0.99998	1
0.035	0.135	998	0.9997	0.999976	1
0.035	0.105	999	0.999399	0.999961	1
0.035	0.005	999	0.959796	0.965215	0.970397
0.035	0.055	996	0.992369	0.998087	1
0.035	0.155	999	0.9995	0.999977	1
0.035	0.035	999	0.971389	0.980145	0.988195
0.035	0.195	999	0.9998	0.999996	1
0.035	0.015	999	0.961596	0.966596	0.972197
0.035	0.045	997	0.98186	0.991402	0.998497
0.035	0.145	999	0.9997	0.999994	1
0.035	0.095	999	0.997999	0.999929	1
0.035	0.065	998	0.995694	0.999634	1
0.035	0.025	999	0.963296	0.970333	0.976898
0.035	0.115	999	0.9996	0.999988	1
0.035	0.075	999	0.998298	0.999848	1
0.035	0.125	999	0.9998	0.999997	1
0.035	0.085	999	0.999199	0.999933	1
0.035	0.185	999	0.9998	0.999978	1
0.035	0.165	999	0.9999	0.999998	1
0.035	0.175	999	0.9998	0.999989	1
0.04	0.14	998	0.9997	0.999982	1
0.04	0.1	999	0.998899	0.999937	1
0.04	0.09	999	0.999499	0.999933	1
0.04	0.06	998	0.992285	0.99722	1
0.04	0.18	999	0.9997	0.999993	1
0.04	0	999	0.953581	0.959613	0.964786
0.04	0.12	999	0.9998	0.99999	1
0.04	0.03	999	0.959472	0.966395	0.973081
0.04	0.13	999	0.9997	0.999984	1
0.04	0.01	999	0.956282	0.960275	0.965186
0.04	0.16	999	0.9996	0.99997	1
0.04	0.11	998	0.999299	0.999954	1
0.04	0.15	999	0.9998	0.999994	1
0.04	0.08	999	0.997698	0.999808	1
0.04	0.05	997	0.98015	0.989287	0.997093
0.04	0.02	999	0.955682	0.961639	0.966987
0.04	0.19	999	0.9999	0.999988	1
0.04	0.04	998	0.962028	0.976156	0.985172
0.04	0.17	999	1	1	1
0.04	0.07	998	0.994994	0.999389	1
0.04	0.145	999	0.9997	0.999994	1
0.04	0.135	999	0.9997	0.999962	1
0.04	0.015	1000	0.956409	0.960998	0.966307
0.04	0.125	998	0.9998	0.999976	1
0.04	0.005	1000	0.954323	0.95999	0.965017
0.04	0.055	996	0.984744	0.994056	0.9999
0.04	0.175	999	0.9996	0.999983	1
0.04	0.045	997	0.973442	0.983416	0.993987
0.04	0.085	999	0.999099	0.999906	1
0.04	0.095	999	0.997698	0.999928	1
0.04	0.185	999	0.9997	0.999989	1
0.04	0.155	999	0.9995	0.999971	1
0.04	0.025	1000	0.956922	0.963333	0.970415
0.04	0.035	999	0.963196	0.971115	0.980898
0.04	0.075	998	0.994493	0.999688	1
0.04	0.065	998	0.993692	0.998759	1
0.04	0.195	1000	0.9998	0.999992	1
0.04	0.105	999	0.999399	0.999954	1
0.04	0.165	999	0.9999	0.999998	1
0.04	0.115	999	0.9995	0.999977	1
0.045	0.13	999	0.9995	0.999969	1
0.045	0.11	999	0.9992	0.999961	1
0.045	0.1	999	0.998599	0.999937	1
0.045	0.05	999	0.969188	0.980856	0.991997
0.045	0.04	1000	0.95181	0.966231	0.977305
0.045	0.18	999	0.9996	0.999996	1
0.045	0.19	999	0.9998	0.999983	1
0.045	0.02	1000	0.95004	0.9561	0.961431
0.045	0	1000	0.949341	0.954763	0.959632
0.045	0.03	1000	0.952424	0.959213	0.965617
0.045	0.09	999	0.998498	0.999905	1
0.045	0.16	999	0.9996	0.999987	1
0.045	0.08	999	0.995797	0.999549	1
0.045	0.06	999	0.983689	0.992892	0.998699
0.045	0.12	999	0.999499	0.999979	1
0.045	0.07	999	0.992899	0.998195	1
0.045	0.17	999	1	1	1
0.045	0.14	998	0.999399	0.999959	1
0.045	0.15	999	0.9996	0.999971	1
0.045	0.01	1001	0.951254	0.95517	0.960344
0.045	0.135	1000	0.9995	0.999962	1
0.045	0.005	1000	0.949625	0.955012	0.96032
0.045	0.165	1000	0.9998	0.999987	1
0.045	0.195	999	0.9998	0.99998	1
0.045	0.115	999	0.9995	0.99996	1
0.045	0.175	1000	0.9994	0.999974	1
0.045	0.095	998	0.997696	0.999893	1
0.045	0.155	999	0.9995	0.999961	1
0.045	0.035	1000	0.955009	0.962589	0.971006
0.045	0.185	999	0.9997	0.999989	1
0.045	0.085	999	0.998899	0.999884	1
0.045	0.075	999	0.994696	0.999186	1
0.045	0.105	999	0.9993	0.999958	1
0.045	0.055	996	0.974722	0.987728	0.996489
0.045	0.015	1000	0.95024	0.955769	0.961331
0.045	0.025	1000	0.951124	0.957118	0.963618
0.045	0.125	999	0.9997	0.999964	1
0.045	0.065	999	0.990399	0.996394	1
0.045	0.145	999	0.9996	0.999976	1
0.045	0.045	999	0.963463	0.973951	0.983383
0.05	0.01	1003	0.945507	0.950011	0.954573
0.05	0.05	1000	0.954936	0.970096	0.983513
0.05	0.08	999	0.992097	0.99899	1
0.05	0.03	1003	0.946404	0.952552	0.959354
0.05	0	1005	0.945075	0.94973	0.955323
0.05	0.09	1000	0.9977	0.999793	1
0.05	0.02	1004	0.944046	0.950558	0.955894
0.05	0.17	999	0.9996	0.999973	1
0.05	0.19	1000	0.9996	0.999965	1
0.05	0.13	999	0.9994	0.999963	1
0.05	0.07	999	0.986999	0.995107	0.9999
0.05	0.14	998	0.999399	0.999958	1
0.05	0.04	1001	0.945976	0.957022	0.966147
0.05	0.1	999	0.998599	0.999926	1
0.05	0.15	999	0.9996	0.999966	1
0.05	0.16	999	0.9996	0.999986	1
0.05	0.11	997	0.999198	0.999956	1
0.05	0.06	1001	0.976226	0.985775	0.995305
0.05	0.12	999	0.9994	0.999943	1
0.05	0.18	999	0.9995	0.999995	1
0.05	0.015	999	0.945878	0.950419	0.956883
0.05	0.155	999	0.9995	0.999972	1
0.05	0.095	998	0.997597	0.999879	1
0.05	0.075	997	0.990072	0.997493	1
0.05	0.125	998	0.999499	0.999968	1
0.05	0.025	999	0.944078	0.951047	0.956783
0.05	0.055	998	0.964633	0.978401	0.990883
0.05	0.165	999	0.9999	0.999998	1
0.05	0.085	997	0.996392	0.99955	1
0.05	0.175	999	0.9995	0.999979	1
0.05	0.035	999	0.946095	0.954744	0.961996
0.05	0.105	998	0.999099	0.999924	1
0.05	0.065	999	0.982983	0.991533	0.999499
0.05	0.045	999	0.953053	0.963711	0.977678
0.05	0.145	999	0.9997	0.999994	1
0.05	0.185	999	0.9998	0.999998	1
0.05	0.195	999	0.9998	0.99999	1
0.05	0.005	999	0.943494	0.949939	0.956896
0.05	0.135	999	0.999499	0.999948	1
0.05	0.115	998	0.999099	0.999932	1
0.055	0.17	999	0.9997	0.999976	1
0.055	0.12	998	0.998998	0.999926	1
0.055	0.06	999	0.955096	0.975908	0.987999
0.055	0.16	999	0.9996	0.999962	1
0.055	0.01	1000	0.939548	0.944923	0.95004
0.055	0.07	999	0.97459	0.989301	0.9988
0.055	0.1	998	0.997297	0.999856	1
0.055	0.13	999	0.999499	0.999949	1
0.055	0.19	999	0.9996	0.99998	1
0.055	0.15	999	0.9994	0.999957	1
0.055	0.04	1000	0.94003	0.949038	0.957821
0.055	0.08	999	0.988188	0.997043	1
0.055	0	1001	0.939267	0.944779	0.950954
0.055	0.09	999	0.993193	0.999243	1
0.055	0.02	1001	0.938168	0.945257	0.950255
0.055	0.05	999	0.945778	0.959493	0.969688
0.055	0.18	999	0.9996	0.999986	1
0.055	0.11	998	0.999199	0.999918	1
0.055	0.14	999	0.999399	0.99997	1
0.055	0.03	1000	0.94063	0.946475	0.953823
0.055	0.175	999	0.9995	0.999977	1
0.055	0.125	998	0.9997	0.999981	1
0.055	0.075	998	0.983769	0.994196	1
0.055	0.045	999	0.944578	0.954082	0.965886
0.055	0.195	999	0.9997	0.999976	1
0.055	0.155	999	0.9995	0.999964	1
0.055	0.055	998	0.948001	0.96639	0.980463
0.055	0.105	998	0.997396	0.999906	1
0.055	0.085	998	0.992586	0.998723	1
0.055	0.005	1000	0.936851	0.944978	0.951839
0.055	0.025	1000	0.938631	0.94541	0.951824
0.055	0.165	999	0.9998	0.999995	1
0.055	0.095	998	0.995892	0.999621	1
0.055	0.115	997	0.998196	0.999917	1
0.055	0.065	999	0.970597	0.983274	0.994799
0.055	0.035	1000	0.940348	0.947705	0.954736
0.055	0.015	1000	0.939548	0.945188	0.951839
0.055	0.135	998	0.999699	0.99996	1
0.055	0.145	998	0.9997	0.999974	1
0.055	0.185	999	0.9998	0.999998	1
0.06	0.17	999	0.9997	0.999993	1
0.06	0.13	999	0.998999	0.999932	1
0.06	0.09	998	0.991787	0.998115	1
0.06	0.02	1000	0.932554	0.940034	0.945344
0.06	0.12	998	0.998998	0.999912	1
0.06	0.1	997	0.996192	0.999705	1
0.06	0.14	998	0.998898	0.999951	1
0.06	0.15	999	0.9994	0.999971	1
0.06	0.11	997	0.997193	0.999865	1
0.06	0.03	1000	0.935332	0.940896	0.948126
0.06	0.05	1000	0.935413	0.949441	0.959308
0.06	0.18	999	0.9996	0.999982	1
0.06	0.16	999	0.9996	0.999955	1
0.06	0.01	1000	0.935252	0.939878	0.945244
0.06	0.19	999	0.9998	0.999996	1
0.06	0.04	1000	0.932414	0.942172	0.95021
0.06	0.07	999	0.96006	0.980425	0.993594
0.06	0.08	999	0.98018	0.993119	1
0.06	0	1001	0.933973	0.939803	0.946359
0.06	0.06	999	0.945295	0.963104	0.977998
0.06	0.175	1004	0.999402	0.999961	1
0.06	0.135	1013	0.998619	0.999885	1
0.06	0.035	1043	0.932892	0.941498	0.948711
0.06	0.125	1015	0.999114	0.999936	1
0.06	0.025	1048	0.932494	0.939961	0.944317
0.06	0.085	1028	0.986099	0.996068	1
0.06	0.075	1032	0.975	0.98732	0.997578
0.06	0.155	1007	0.999404	0.999971	1
0.06	0.105	1022	0.996967	0.999806	1
0.06	0.065	1035	0.952008	0.970781	0.983778
0.06	0.095	1022	0.993447	0.999039	1
0.06	0.005	1054	0.931247	0.939861	0.946136
0.06	0.185	1004	0.999502	0.999981	1
0.06	0.115	1017	0.998133	0.999906	1
0.06	0.045	1042	0.937362	0.945281	0.958369
0.06	0.015	1052	0.934151	0.940113	0.946313
0.06	0.195	1002	0.9998	0.999978	1
0.06	0.055	1038	0.940033	0.954076	0.967851
0.06	0.165	1008	0.999207	0.999963	1
0.06	0.145	1009	0.999405	0.999946	1
0.065	0.03	1110	0.929749	0.935511	0.941908
0.065	0.14	1037	0.999325	0.999979	1
0.065	0.15	1029	0.99932	0.999949	1
0.065	0.17	1032	0.999225	0.999955	1
0.065	0.19	1043	0.999425	0.999988	1
0.065	0.1	1058	0.993951	0.999077	1
0.065	0.08	1071	0.963523	0.985172	0.996455
0.065	0	1126	0.929091	0.934832	0.941782
0.065	0.04	1101	0.925815	0.935592	0.942159
0.065	0.02	1112	0.927653	0.934888	0.941584
0.065	0.06	1087	0.935282	0.949538	0.965435
0.065	0.11	1052	0.99544	0.999565	1
0.065	0.18	1034	0.999807	0.999994	1
0.065	0.09	1066	0.987057	0.995732	1
0.065	0.05	1095	0.930868	0.940103	0.948767
0.065	0.16	1029	0.99932	0.999962	1
0.065	0.13	1040	0.999135	0.999966	1
0.065	0.07	1080	0.942794	0.967095	0.984541
0.065	0.01	1119	0.929101	0.934807	0.940888
0.065	0.12	1046	0.998662	0.99988	1
0.065	0.175	1020	0.999706	0.99996	1
0.065	0.005	1055	0.926115	0.934978	0.94184
0.065	0.105	1023	0.994428	0.999464	1
0.065	0.035	1049	0.927884	0.936005	0.941888
0.065	0.085	1031	0.973911	0.991778	1
0.065	0.165	1019	0.999509	0.999958	1
0.065	0.025	1050	0.928633	0.934798	0.939671
0.065	0.125	1017	0.998723	0.999915	1
0.065	0.075	1033	0.958599	0.976865	0.995937
0.065	0.055	1043	0.931358	0.943809	0.955134
0.065	0.135	1019	0.999313	0.999966	1
0.065	0.155	1018	0.999116	0.999962	1
0.065	0.065	1038	0.939149	0.957695	0.97227
0.065	0.195	1027	0.999805	0.999988	1
0.065	0.185	1022	0.999609	0.999978	1
0.065	0.115	1022	0.997358	0.999822	1
0.065	0.045	1046	0.92995	0.93814	0.946961
0.065	0.015	1053	0.929195	0.935113	0.942293
0.065	0.145	1020	0.999314	0.999962	1
0.065	0.095	1027	0.986281	0.997562	1
0.07	0.07	999	0.934954	0.955027	0.976484
0.07	0.03	1000	0.923715	0.930471	0.936813
0.07	0.09	997	0.974644	0.990302	0.998998
0.07	0.02	1000	0.922139	0.929926	0.936132
0.07	0.17	999	0.9996	0.999962	1
0.07	0.04	1000	0.921816	0.930349	0.937912
0.07	0.06	1000	0.927814	0.940509	0.956309
0.07	0.01	1000	0.923415	0.929813	0.936513
0.07	0.19	999	0.9998	0.999996	1
0.07	0.14	997	0.998797	0.999909	1
0.07	0.08	998	0.951422	0.975307	0.992488
0.07	0.12	996	0.997793	0.999866	1
0.07	0.16	998	0.999299	0.999955	1
0.07	0.11	997	0.994286	0.999207	1
0.07	0.18	999	0.999199	0.999957	1
0.07	0.05	999	0.923492	0.933361	0.943294
0.07	0.13	997	0.998997	0.999894	1
0.07	0	1000	0.923015	0.929939	0.938212
0.07	0.15	998	0.998698	0.999916	1
0.07	0.1	998	0.988178	0.997196	1
0.07	0.075	999	0.942643	0.964616	0.989389
0.07	0.035	999	0.922169	0.930545	0.936975
0.07	0.015	999	0.921969	0.930028	0.937975
0.07	0.125	997	0.999398	0.999938	1
0.07	0.085	998	0.966557	0.983694	1
0.07	0.005	999	0.919468	0.930018	0.937775
0.07	0.165	998	0.999499	0.999978	1
0.07	0.105	997	0.990072	0.998611	1
0.07	0.195	999	0.9997	0.999992	1
0.07	0.135	996	0.998596	0.999911	1
0.07	0.095	997	0.97985	0.994712	1
0.07	0.065	999	0.928629	0.946422	0.964965
0.07	0.145	997	0.998897	0.99995	1
0.07	0.045	999	0.92427	0.932345	0.942277
0.07	0.055	999	0.92437	0.935627	0.945278
0.07	0.025	999	0.923569	0.929704	0.935074
0.07	0.155	998	0.999499	0.99997	1
0.07	0.115	996	0.99679	0.9997	1
0.07	0.175	999	0.999199	0.999952	1
0.07	0.185	999	0.9993	0.999989	1
0.075	0.06	999	0.920192	0.93165	0.947295
0.075	0.05	1000	0.917616	0.926819	0.936613
0.075	0.08	999	0.937337	0.962189	0.983383
0.075	0.02	1000	0.917066	0.924939	0.931954
0.075	0.09	999	0.950851	0.981419	0.996797
0.075	0	1001	0.91779	0.925014	0.933373
0.075	0.13	998	0.998397	0.999881	1
0.075	0.12	998	0.995793	0.999658	1
0.075	0.1	999	0.98028	0.99382	1
0.075	0.07	1000	0.924215	0.942827	0.964507
0.075	0.16	998	0.999299	0.99995	1
0.075	0.18	998	0.999299	0.999963	1
0.075	0.01	1000	0.918665	0.92488	0.931255
0.075	0.03	1000	0.918165	0.925402	0.931455
0.075	0.04	1000	0.916942	0.924953	0.931634
0.075	0.17	999	0.9994	0.999963	1
0.075	0.15	998	0.998698	0.999937	1
0.075	0.11	999	0.992092	0.998183	1
0.075	0.19	999	0.9997	0.999966	1
0.075	0.14	998	0.998798	0.999877	1
0.075	0.065	999	0.921592	0.935501	0.948795
0.075	0.055	1000	0.919116	0.92863	0.938812
0.075	0.095	998	0.969542	0.989216	0.998798
0.075	0.135	996	0.996689	0.999889	1
0.075	0.035	1000	0.917816	0.925425	0.932214
0.075	0.025	1000	0.918116	0.924691	0.930314
0.075	0.185	999	0.999299	0.999969	1
0.075	0.005	1000	0.914643	0.925087	0.933133
0.075	0.155	998	0.999499	0.999964	1
0.075	0.045	999	0.919492	0.926398	0.934393
0.075	0.075	999	0.931573	0.949685	0.978992
0.075	0.145	996	0.998997	0.999929	1
0.075	0.015	1000	0.917441	0.925095	0.934233
0.075	0.175	999	0.999099	0.999945	1
0.075	0.195	999	0.9997	0.999989	1
0.075	0.165	998	0.999399	0.999976	1
0.075	0.115	996	0.993177	0.999128	1
0.075	0.085	998	0.949034	0.971748	0.99259
0.075	0.105	997	0.985865	0.997059	1
0.075	0.125	995	0.998292	0.999848	1
0.08	0.15	996	0.998796	0.999942	1
0.08	0.1	998	0.966657	0.986869	0.9999
0.08	0.17	998	0.999499	0.999964	1
0.08	0.02	1002	0.912501	0.919795	0.927666
0.08	0.19	998	0.999299	0.99997	1
0.08	0.06	1002	0.914172	0.923744	0.936727
0.08	0.08	1000	0.922962	0.946096	0.96263
0.08	0.12	995	0.990956	0.998826	1
0.08	0.05	1001	0.91195	0.920889	0.928621
0.08	0.18	998	0.999199	0.999968	1
0.08	0.16	999	0.999199	0.999918	1
0.08	0.01	1002	0.913451	0.91973	0.925715
0.08	0.14	996	0.998996	0.999895	1
0.08	0.13	997	0.996693	0.999773	1
0.08	0.04	1002	0.912701	0.919619	0.92587
0.08	0.09	998	0.93862	0.968185	0.985181
0.08	0	1003	0.912779	0.919937	0.92813
0.08	0.11	996	0.986554	0.996233	1
0.08	0.03	1002	0.913724	0.920136	0.92699
0.08	0.07	1001	0.916941	0.930605	0.949586
0.08	0.155	997	0.999499	0.999964	1
0.08	0.105	998	0.980162	0.992549	1
0.08	0.055	1000	0.913569	0.921915	0.931055
0.08	0.085	998	0.934415	0.957095	0.979173
0.08	0.125	997	0.995287	0.999667	1
0.08	0.035	1001	0.912622	0.920189	0.926403
0.08	0.095	998	0.945913	0.977799	0.994992
0.08	0.065	1000	0.914968	0.926081	0.938649
0.08	0.075	1000	0.918616	0.936436	0.961908
0.08	0.175	999	0.999099	0.999935	1
0.08	0.025	1001	0.913295	0.919468	0.926181
0.08	0.115	996	0.988765	0.997747	1
0.08	0.145	995	0.998594	0.999894	1
0.08	0.015	1001	0.912496	0.91992	0.928978
0.08	0.185	999	0.999299	0.999965	1
0.08	0.195	999	0.9997	0.999961	1
0.08	0.045	1001	0.914394	0.920812	0.92738
0.08	0.165	998	0.998898	0.999917	1
0.08	0.005	1001	0.908428	0.919893	0.928101
0.08	0.135	996	0.996688	0.999852	1
0.085	0.05	1000	0.907174	0.915472	0.923062
0.085	0.12	994	0.988936	0.997629	1
0.085	0.04	1000	0.907574	0.914559	0.920863
0.085	0	1001	0.908301	0.915052	0.922585
0.085	0.19	999	0.9992	0.99995	1
0.085	0.07	1000	0.909218	0.921964	0.937013
0.085	0.1	998	0.949203	0.976027	0.995792
0.085	0.06	1000	0.909418	0.917087	0.932214
0.085	0.16	997	0.999098	0.999903	1
0.085	0.18	998	0.999299	0.999949	1
0.085	0.03	1000	0.909073	0.915182	0.922262
0.085	0.02	1000	0.907574	0.914822	0.922062
0.085	0.15	994	0.998994	0.999899	1
0.085	0.13	995	0.994878	0.999413	1
0.085	0.11	996	0.967169	0.991093	0.9999
0.085	0.08	999	0.913365	0.93268	0.953781
0.085	0.17	999	0.999299	0.999939	1
0.085	0.09	999	0.925748	0.953684	0.975983
0.085	0.14	993	0.996982	0.99978	1
0.085	0.01	1001	0.907702	0.914751	0.921486
0.085	0.055	1000	0.907646	0.916248	0.925237
0.085	0.185	998	0.999299	0.999955	1
0.085	0.035	999	0.908591	0.915133	0.921592
0.085	0.025	1000	0.908218	0.914531	0.921716
0.085	0.015	1000	0.907846	0.914863	0.923838
0.085	0.105	997	0.968822	0.984572	0.997494
0.085	0.005	1000	0.904248	0.914947	0.923738
0.085	0.075	999	0.911565	0.924924	0.948379
0.085	0.175	997	0.999098	0.999934	1
0.085	0.135	995	0.996181	0.999666	1
0.085	0.195	998	0.9997	0.999948	1
0.085	0.165	997	0.998897	0.9999	1
0.085	0.085	999	0.92002	0.941326	0.966266
0.085	0.125	995	0.991863	0.999041	1
0.085	0.115	996	0.981041	0.994919	1
0.085	0.145	993	0.997887	0.99987	1
0.085	0.095	997	0.930004	0.964701	0.987064
0.085	0.045	1000	0.909118	0.915555	0.923015
0.085	0.065	1000	0.909618	0.918572	0.929214
0.085	0.155	995	0.998895	0.999887	1
0.09	0.18	997	0.999398	0.999951	1
0.09	0.13	995	0.989448	0.99859	1
0.09	0.19	998	0.999399	0.999947	1
0.09	0	999	0.903561	0.910101	0.917567
0.09	0.11	996	0.959237	0.983527	0.998695
0.09	0.15	993	0.998088	0.999874	1
0.09	0.14	993	0.996878	0.999691	1
0.09	0.06	999	0.903661	0.911153	0.920268
0.09	0.01	999	0.902361	0.909774	0.916667
0.09	0.04	999	0.903061	0.909524	0.915866
0.09	0.07	999	0.905434	0.914388	0.926348
0.09	0.09	999	0.91952	0.93839	0.957658
0.09	0.08	998	0.903274	0.921555	0.937719
0.09	0.02	999	0.901761	0.909756	0.917667
0.09	0.17	997	0.999599	0.999941	1
0.09	0.16	997	0.999097	0.999928	1
0.09	0.1	998	0.932592	0.961588	0.985677
0.09	0.12	993	0.983701	0.99488	1
0.09	0.05	999	0.902061	0.910224	0.916967
0.09	0.03	999	0.904062	0.910184	0.917667
0.09	0.185	998	0.998297	0.999936	1
0.09	0.155	992	0.998388	0.999879	1
0.09	0.115	995	0.97177	0.990396	1
0.09	0.075	999	0.905734	0.915608	0.936556
0.09	0.135	991	0.991732	0.999077	1
0.09	0.065	999	0.904262	0.912011	0.922969
0.09	0.125	992	0.980647	0.997429	1
0.09	0.015	999	0.902361	0.909915	0.918868
0.09	0.055	999	0.903661	0.910679	0.918367
0.09	0.105	996	0.95575	0.973682	0.993277
0.09	0.195	998	0.9997	0.999964	1
0.09	0.095	997	0.916266	0.948875	0.972623
0.09	0.045	999	0.903661	0.910387	0.917767
0.09	0.145	993	0.996981	0.999754	1
0.09	0.175	997	0.999098	0.99993	1
0.09	0.035	999	0.902661	0.910037	0.915366
0.09	0.005	999	0.89956	0.91003	0.919368
0.09	0.085	999	0.908108	0.927721	0.954755
0.09	0.025	999	0.903261	0.909465	0.916567
0.09	0.165	997	0.998797	0.999868	1
0.095	0.19	999	0.999299	0.999977	1
0.095	0	999	0.89906	0.90507	0.912665
0.095	0.11	997	0.94528	0.969841	0.992183
0.095	0.04	999	0.897459	0.90444	0.910764
0.095	0.18	997	0.999399	0.999953	1
0.095	0.02	999	0.897159	0.904752	0.912665
0.095	0.1	999	0.913313	0.943736	0.967668
0.095	0.07	999	0.897559	0.907341	0.917267
0.095	0.08	999	0.898429	0.911886	0.926949
0.095	0.15	991	0.998185	0.999872	1
0.095	0.01	999	0.897559	0.904785	0.911365
0.095	0.12	995	0.96966	0.989316	1
0.095	0.06	999	0.897959	0.905476	0.914166
0.095	0.17	997	0.999098	0.999935	1
0.095	0.14	993	0.993456	0.999144	1
0.095	0.03	999	0.898629	0.905098	0.912139
0.095	0.05	999	0.895658	0.905028	0.912865
0.095	0.09	999	0.906334	0.923624	0.945762
0.095	0.13	994	0.985223	0.996565	1
0.095	0.16	998	0.997696	0.999848	1
0.095	0.195	999	0.9996	0.999949	1
0.095	0.005	999	0.894958	0.905069	0.913265
0.095	0.045	999	0.897459	0.905208	0.913265
0.095	0.125	995	0.974676	0.993918	1
0.095	0.135	995	0.989153	0.998117	1
0.095	0.065	999	0.898759	0.90607	0.914266
0.095	0.035	999	0.897759	0.904968	0.910864
0.095	0.155	993	0.994965	0.999806	1
0.095	0.185	997	0.998296	0.99988	1
0.095	0.165	997	0.998797	0.999878	1
0.095	0.175	997	0.999098	0.999904	1
0.095	0.085	999	0.902202	0.915519	0.931431
0.095	0.025	999	0.897959	0.904406	0.912065
0.095	0.105	998	0.932893	0.957716	0.982572
0.095	0.075	999	0.89953	0.907392	0.925148
0.095	0.055	999	0.898459	0.905389	0.911865
0.095	0.095	999	0.909036	0.932762	0.953968
0.095	0.015	999	0.897459	0.904865	0.914366
0.095	0.145	994	0.993864	0.99952	1
0.095	0.115	996	0.956138	0.98152	0.999097
0.01	0.04	1327	0.999548	0.99997	1
0.01	0.12	1328	0.999849	0.999996	1
0.01	0	1332	0.986945	0.989896	0.992197
0.01	0.03	1329	0.999248	0.999928	1
0.01	0.05	1326	0.999849	0.999998	1
0.01	0.17	1332	0.999925	0.999998	1
0.01	0.19	1331	0.999925	0.999999	1
0.01	0.01	1331	0.992115	0.993966	0.996545
0.01	0.02	1330	0.996992	0.998811	1
0.01	0.13	1330	1	1	1
0.01	0.07	1329	0.99985	0.999995	1
0.01	0.1	1328	0.999925	0.999999	1
0.01	0.18	1331	0.999925	0.999997	1
0.01	0.16	1331	0.999925	0.999998	1
0.01	0.09	1328	0.999925	0.999998	1
0.01	0.14	1329	1	1	1
0.01	0.11	1328	0.999849	0.999995	1
0.01	0.06	1329	0.99985	0.999992	1
0.01	0.15	1331	0.999925	0.999998	1
0.01	0.08	1329	0.99985	0.999994	1
0.01	0.135	1328	0.999849	0.999998	1
0.01	0.035	1329	0.999323	0.999971	1
0.01	0.185	1331	0.999925	0.999999	1
0.01	0.015	1330	0.994211	0.996862	0.999098
0.01	0.195	1330	0.999925	0.999999	1
0.01	0.125	1328	0.999925	0.999999	1
0.01	0.085	1328	0.999849	0.999992	1
0.01	0.175	1330	0.999925	0.999998	1
0.01	0.145	1328	0.999925	0.999998	1
0.01	0.155	1330	0.999925	0.999997	1
0.01	0.025	1330	0.997744	0.999592	1
0.01	0.055	1325	0.999849	0.999992	1
0.01	0.045	1325	0.999849	0.999994	1
0.01	0.165	1330	0.999925	0.999997	1
0.01	0.065	1330	0.99985	0.999995	1
0.01	0.115	1324	0.999924	0.999998	1
0.01	0.105	1327	0.999849	0.99999	1
0.01	0.095	1326	0.999774	0.999994	1
0.01	0.075	1327	1	1	1
0.01	0.005	1332	0.989718	0.991754	0.994521
0.015	0.15	1329	1	1	1
0.015	0.19	1331	0.999925	0.999999	1
0.015	0.17	1330	0.999925	0.999995	1
